Id,Neighborhood,HouseStyle,Heating,CentralAir,GarageCars,GarageArea,SalePrice
1069,MeadowV,2Story,GasA,Y,2,352,151400
1070,NAmes,1.5Unf,GasA,Y,2,352,135000
1071,NAmes,1Story,GasA,Y,2,352,135000
1072,NWAmes,2Story,GasA,Y,2,352,154000
1073,Edwards,1.5Fin,GasA,Y,2,352,91500
1074,Edwards,2Story,GasA,Y,2,350,159500
1075,CollgCr,1Story,GasA,Y,2,349,194000
1076,Crawfor,2Story,GasA,Y,2,349,219500
1077,OldTown,1.5Fin,GasA,Y,2,343,170000
1078,NAmes,1Story,GasA,Y,2,342,138800
1079,CollgCr,1Story,GasA,Y,2,338,155900
1080,CollgCr,1Story,GasA,Y,2,338,126000
1081,NWAmes,1Story,GasA,Y,2,338,145000
1082,Sawyer,1Story,GasA,Y,2,338,133000
1083,CollgCr,1Story,GasA,Y,2,338,192000
1084,NAmes,1Story,GasA,Y,2,336,160000
1085,Gilbert,2Story,GasA,Y,2,336,187500
1086,SawyerW,SFoyer,GasA,Y,2,336,147000
1087,MeadowV,2Story,GasA,Y,2,336,83500
1088,Somerst,2Story,GasA,Y,2,336,252000
1089,Edwards,2Story,GasA,Y,2,336,137500
1090,Somerst,1Story,GasA,Y,2,336,197000
1091,NAmes,1Story,Wall,N,2,336,92900
1092,Somerst,2Story,GasA,Y,2,336,160000
1093,SWISU,1.5Fin,GasA,Y,2,336,136500
1094,NAmes,1Story,GasA,Y,2,336,146000
1095,NAmes,1Story,GasA,Y,2,336,129000
1096,CollgCr,1Story,GasA,Y,2,330,176432
1097,IDOTRR,2Story,GasA,Y,2,328,127000
1098,StoneBr,1Story,GasA,Y,2,327,170000
1099,BrkSide,1.5Fin,GasA,Y,2,326,128000
1100,NWAmes,1Story,GasA,Y,2,326,157000
1101,SWISU,1Story,GasA,N,2,325,60000
1102,NAmes,1Story,GasA,Y,2,324,119500
1103,NAmes,1Story,GasA,Y,2,322,135000
1104,NAmes,1Story,GasA,Y,2,320,159500
1105,BrDale,2Story,GasA,Y,2,319,106000
1106,NoRidge,2Story,GasA,Y,2,318,325000
1107,SawyerW,1Story,GasA,Y,2,315,179900
1108,Gilbert,2Story,GasA,Y,2,315,274725
1109,Gilbert,2Story,GasA,Y,2,312,181000
1110,NridgHt,1Story,GasA,Y,2,312,280000
1111,Gilbert,2Story,GasA,Y,2,312,188000
1112,NWAmes,2Story,GasA,Y,2,312,205000
1113,NAmes,1Story,GasA,Y,2,312,129900
1114,NAmes,1Story,GasA,Y,2,312,134500
1115,OldTown,1Story,GasA,Y,2,312,117000
1116,NridgHt,1Story,GasA,Y,2,312,318000
1117,Gilbert,SLvl,GasA,Y,2,312,184100
1118,Sawyer,1Story,GasA,Y,2,309,130000
1119,Sawyer,SLvl,GasA,Y,2,308,140000
1120,NAmes,1Story,GasA,Y,2,308,133700
1121,IDOTRR,1Story,GasA,Y,2,308,118400
1122,CollgCr,1Story,GasA,Y,2,308,212900
1123,Edwards,1Story,GasA,Y,2,308,112000
1124,Edwards,1Story,GasA,Y,2,308,118000
1125,Gilbert,SLvl,GasA,Y,2,308,163900
1126,NAmes,1Story,GasA,Y,2,308,115000
1127,Blmngtn,1Story,GasA,Y,2,308,174000
1128,Gilbert,1Story,GasA,Y,2,308,259000
1129,Gilbert,2Story,GasA,Y,2,308,215000
1130,OldTown,SFoyer,GasA,Y,2,308,140000
1131,SWISU,1.5Fin,GasA,Y,2,308,135000
1132,Mitchel,1Story,GasA,Y,2,308,93500
1133,OldTown,2Story,GasW,Y,2,308,117500
1134,SawyerW,2Story,GasA,Y,2,308,239500
1135,Gilbert,2Story,GasA,Y,2,308,169000
1136,BrkSide,1Story,GasA,N,2,308,102000
1137,NAmes,1.5Fin,GasA,Y,2,308,119000
1138,Sawyer,1.5Fin,GasA,N,2,308,94000
1139,Mitchel,1Story,GasA,Y,2,306,196000
1140,BrkSide,1Story,GasA,Y,2,305,144000
1141,NAmes,1Story,GasA,Y,2,305,139000
1142,NWAmes,2Story,GasA,Y,2,304,197500
1143,CollgCr,2Story,GasA,Y,2,304,424870
1144,Sawyer,1Story,GasA,Y,2,303,80000
1145,Edwards,1.5Fin,Grav,N,2,301,80000
1146,BrkSide,1.5Fin,GasA,Y,2,301,149000
1147,SawyerW,1Story,GasA,Y,2,300,180000
1148,Crawfor,2Story,GasA,Y,2,300,174500
1149,OldTown,1.5Fin,GasA,Y,2,300,116900
1150,OldTown,2Story,GasA,Y,2,300,143000
1151,NAmes,1Story,GasA,Y,2,300,124000
1152,Edwards,1Story,GasA,Y,2,300,149900
1153,Crawfor,1Story,GasA,Y,2,300,230000
1154,IDOTRR,1Story,GasA,Y,2,300,120500
1155,NAmes,2Story,GasA,Y,2,300,201800
1156,Veenker,1Story,GasA,Y,2,300,218000
1157,NAmes,SLvl,GasA,Y,2,299,179900
1158,NridgHt,1Story,GasA,Y,2,299,230000
1159,Somerst,1Story,GasA,Y,2,299,235128
1160,NWAmes,2Story,GasA,Y,2,299,185000
1161,NPkVill,2Story,GasA,Y,2,299,146000
1162,Crawfor,1Story,GasA,Y,2,297,224000
1163,Sawyer,1Story,GasA,Y,2,297,129000
1164,Sawyer,SFoyer,GasA,Y,2,297,108959
1165,Veenker,SLvl,GasA,Y,2,297,194000
1166,NridgHt,1Story,GasA,Y,2,297,233170
1167,CollgCr,1Story,GasA,Y,2,296,245350
1168,Gilbert,2Story,GasA,Y,2,296,173000
1169,Edwards,2Story,GasA,Y,2,294,235000
1170,NoRidge,2Story,GasA,Y,2,294,625000
1171,Mitchel,SLvl,GasA,Y,2,294,171000
1172,NAmes,1Story,GasA,Y,2,294,163000
1173,Somerst,2Story,GasA,Y,2,292,171900
1174,ClearCr,1.5Fin,GasA,Y,2,290,200500
1175,Crawfor,2Story,GasA,Y,2,288,239000
1176,NoRidge,1.5Fin,GasA,Y,2,288,285000
1177,Mitchel,1Story,GasA,Y,2,288,119500
1178,OldTown,1.5Fin,GasA,Y,2,288,115000
1179,Crawfor,1.5Fin,GasA,Y,2,288,154900
1180,Edwards,1Story,GasA,Y,2,288,93000
1181,Timber,2Story,GasA,Y,2,288,250000
1182,Crawfor,1Story,GasA,Y,2,288,392500
1183,NoRidge,2Story,GasA,Y,2,288,745000
1184,OldTown,1Story,GasA,Y,2,288,120000
1185,Timber,1Story,GasA,Y,2,288,186700
1186,Edwards,1.5Fin,GasA,Y,2,288,104900
1187,OldTown,2Story,GasA,Y,2,288,95000
1188,NoRidge,1Story,GasA,Y,2,288,262000
1189,CollgCr,2Story,GasA,Y,2,288,195000
1190,Gilbert,2Story,GasA,Y,2,288,189000
1191,Mitchel,1Story,GasA,Y,2,288,168000
1192,Somerst,2Story,GasA,Y,2,288,174000
1193,OldTown,1.5Fin,GasA,Y,2,288,125000
1194,Mitchel,1Story,GasA,Y,2,288,165000
1195,Sawyer,2Story,GasA,Y,2,288,158000
1196,Gilbert,2Story,GasA,Y,2,288,176000
1197,Gilbert,2Story,GasA,Y,2,288,219210
1198,OldTown,2.5Unf,GasA,Y,2,288,144000
1199,CollgCr,1Story,GasA,Y,2,288,178000
1200,Sawyer,1Story,GasA,Y,2,288,148000
1201,NAmes,1Story,GasA,Y,2,288,116050
1202,CollgCr,2Story,GasA,Y,2,287,197900
1203,BrkSide,1.5Fin,GasA,Y,2,286,117000
1204,CollgCr,1Story,GasA,Y,2,286,213000
1205,NWAmes,1Story,GasA,Y,2,286,153500
1206,SawyerW,1Story,GasA,Y,2,286,271900
1207,SawyerW,1Story,GasA,Y,2,286,107000
1208,CollgCr,1Story,GasA,Y,2,286,200000
1209,NAmes,1Story,GasA,Y,2,286,140000
1210,Somerst,1Story,GasA,Y,2,286,290000
1211,SawyerW,2Story,GasA,Y,2,286,189000
1212,Gilbert,1.5Fin,GasA,Y,2,284,164000
1213,Edwards,1Story,GasA,Y,2,283,113000
1214,Sawyer,SLvl,GasA,Y,2,282,145000
1215,NAmes,SFoyer,GasA,Y,2,282,134500
1216,Sawyer,1Story,GasA,Y,2,281,125000
1217,Sawyer,1.5Fin,GasA,Y,2,281,112000
1218,Somerst,1Story,GasA,Y,2,281,229456
1219,BrkSide,1.5Fin,GasA,N,2,280,80500
1220,BrDale,2Story,GasA,Y,2,280,91500
1221,NAmes,1Story,GasA,Y,2,280,115000
1222,Sawyer,1Story,GasA,Y,2,280,134000
1223,NAmes,1.5Fin,GasA,Y,2,280,143000
1224,NAmes,1Story,GasA,N,2,280,137900
1225,Gilbert,2Story,GasA,Y,2,280,184000
1226,NAmes,SLvl,GasA,Y,2,280,145000
1227,Somerst,2Story,GasA,Y,2,280,214000
1228,NAmes,1Story,GasA,Y,2,280,147000
1229,NridgHt,1Story,GasA,Y,2,280,367294
1230,NAmes,SLvl,GasA,Y,2,280,127000
1231,Sawyer,1.5Fin,GasA,Y,2,280,190000
1232,NAmes,SLvl,GasA,Y,2,280,132500
1233,NAmes,1Story,GasA,Y,2,280,101800
1234,NAmes,1Story,GasA,Y,2,280,142000
1235,SWISU,2Story,GasA,N,2,276,130000
1236,Crawfor,2Story,GasA,Y,2,276,138887
1237,NridgHt,2Story,GasA,Y,2,275,175500
1238,CollgCr,2Story,GasA,Y,2,275,195000
1239,SawyerW,1Story,GasA,Y,2,275,142500
1240,Timber,1Story,GasA,Y,2,273,265900
1241,CollgCr,2Story,GasA,Y,2,273,224900
1242,Somerst,1Story,GasA,Y,2,271,248328
1243,NWAmes,SFoyer,GasA,Y,2,271,170000
1244,NridgHt,1Story,GasA,Y,2,270,465000
1245,Crawfor,2Story,GasA,Y,2,270,230000
1246,NWAmes,SLvl,GasA,Y,2,270,178000
1247,Somerst,2Story,GasA,Y,2,270,186500
1248,Mitchel,SLvl,GasA,Y,2,270,169900
1249,OldTown,2.5Unf,OthW,N,2,264,129500
1250,NAmes,1Story,GasA,Y,2,264,119000
1251,NAmes,1Story,GasA,Y,2,264,244000
1252,NridgHt,1Story,GasA,Y,2,264,171750
1253,Mitchel,1Story,GasA,Y,2,264,130000
1254,Veenker,2Story,GasA,Y,2,264,294000
1255,Edwards,2Story,GasA,Y,2,264,165400
1256,BrkSide,1.5Fin,GasA,Y,2,264,127500
1257,NoRidge,1Story,GasA,Y,2,264,301500
1258,Edwards,1Story,GasA,Y,2,264,99900
1259,Gilbert,SLvl,GasA,Y,2,264,190000
1260,NAmes,1Story,GasA,Y,2,264,151000
1261,Gilbert,2Story,GasA,Y,2,264,181000
1262,NAmes,1Story,GasA,Y,2,264,128900
1263,ClearCr,1.5Fin,GasA,Y,2,264,161500
1264,BrkSide,2Story,GasA,Y,2,264,180500
1265,NAmes,1Story,GasA,Y,2,264,181000
1266,Somerst,2Story,GasA,Y,2,264,183900
1267,OldTown,2.5Unf,GasA,N,2,264,122000
1268,Timber,1Story,GasA,Y,2,264,378500
1269,Crawfor,1.5Fin,GasA,Y,2,264,381000
1270,NAmes,1.5Fin,GasW,Y,2,264,144000
1271,ClearCr,1Story,GasA,Y,2,264,260000
1272,NWAmes,1Story,GasA,Y,2,264,185750
1273,Sawyer,1Story,GasA,Y,2,261,137000
1274,Edwards,SLvl,GasA,Y,2,260,177000
1275,Crawfor,1.5Fin,GasA,Y,3,260,139000
1276,NAmes,2Story,GasA,Y,3,260,137000
1277,NWAmes,2Story,GasA,Y,3,256,162000
1278,NWAmes,SLvl,GasA,Y,3,256,197900
1279,CollgCr,2Story,GasA,Y,3,255,237000
1280,IDOTRR,1.5Fin,GasA,Y,3,254,68400
1281,CollgCr,1Story,GasA,Y,3,252,227000
1282,Timber,1Story,GasA,Y,3,252,180000
1283,CollgCr,1Story,GasA,Y,3,252,150500
1284,Mitchel,2Story,GasA,Y,3,252,139000
1285,SWISU,1.5Fin,GasA,Y,3,252,169000
1286,BrkSide,1.5Fin,GasA,Y,3,250,132500
1287,NWAmes,1Story,GasA,Y,3,250,143000
1288,ClearCr,1Story,GasA,Y,3,250,190000
1289,StoneBr,1Story,GasA,Y,3,248,278000
1290,NridgHt,2Story,GasA,Y,3,246,281000
1291,NAmes,SLvl,GasA,Y,3,246,180500
1292,BrDale,2Story,GasA,Y,3,244,119500
1293,OldTown,2Story,GasA,N,3,240,107500
1294,NWAmes,2Story,GasA,Y,3,240,162900
1295,Edwards,1Story,GasA,Y,3,240,115000
1296,NAmes,1Story,GasA,Y,3,240,138500
1297,NAmes,1Story,GasA,Y,3,240,155000
1298,Edwards,SFoyer,GasA,Y,3,240,140000
1299,Edwards,2Story,GasA,Y,3,240,160000
1300,NAmes,1Story,GasA,Y,3,240,154000
1301,Gilbert,2Story,GasA,Y,3,240,225000
1302,Crawfor,2Story,GasA,Y,3,240,177500
1303,NoRidge,2Story,GasA,Y,3,240,290000
1304,Somerst,1Story,GasA,Y,3,240,232000
1305,Edwards,2Story,GasA,Y,3,240,130000
1306,NridgHt,1Story,GasA,Y,3,240,325000
1307,NridgHt,1Story,GasA,Y,3,240,202500
1308,CollgCr,1Story,GasA,Y,3,240,138000
1309,OldTown,1Story,GasA,Y,3,240,147000
1310,SawyerW,1Story,GasA,Y,3,240,179200
1311,Crawfor,1Story,GasA,Y,3,240,335000
1312,CollgCr,1Story,GasA,Y,3,240,203000
1313,NoRidge,2Story,GasA,Y,3,240,302000
1314,NoRidge,2Story,GasA,Y,3,240,333168
1315,Edwards,1Story,GasA,Y,3,240,119000
1316,NAmes,2Story,GasA,Y,3,240,206900
1317,CollgCr,1Story,GasA,Y,3,240,295493
1318,Somerst,1Story,GasA,Y,3,240,208900
1319,CollgCr,1Story,GasA,Y,3,240,275000
1320,Edwards,1Story,GasA,Y,3,240,111000
1321,NAmes,1Story,GasA,Y,3,240,156500
1322,BrkSide,1Story,Floor,N,3,240,72500
1323,NoRidge,2Story,GasA,Y,3,240,190000
1324,BrkSide,1Story,GasA,Y,3,240,82500
1325,Somerst,1Story,GasA,Y,3,240,147000
1326,IDOTRR,1Story,GasA,N,3,240,55000
1327,Edwards,1Story,GasA,Y,3,240,79000
1328,Mitchel,1Story,GasA,Y,3,240,130500
1329,OldTown,1.5Fin,GasW,Y,3,240,256000
1330,Gilbert,2Story,GasA,Y,3,240,176500
1331,Somerst,1Story,GasA,Y,3,234,227000
1332,CollgCr,SLvl,GasA,Y,3,234,132500
1333,Edwards,1Story,GasA,Y,3,230,100000
1334,IDOTRR,1.5Fin,GasA,Y,3,228,125500
1335,BrDale,2Story,GasA,Y,3,225,125000
1336,NWAmes,1Story,GasA,Y,3,225,167900
1337,NWAmes,1Story,GasA,Y,3,220,135000
1338,OldTown,1Story,Grav,N,3,220,52500
1339,CollgCr,2Story,GasA,Y,3,220,200000
1340,CollgCr,1Story,GasA,Y,3,216,128500
1341,NAmes,1Story,GasA,Y,3,216,123000
1342,SawyerW,1Story,GasA,Y,3,216,155000
1343,CollgCr,2Story,GasA,Y,3,216,228500
1344,Crawfor,1.5Fin,GasA,Y,3,216,177000
1345,CollgCr,2Story,GasA,Y,3,216,155835
1346,OldTown,1Story,GasA,Y,3,216,108500
1347,NWAmes,1Story,GasA,Y,3,216,262500
1348,Timber,1Story,GasA,Y,3,216,283463
1349,SawyerW,1Story,GasA,Y,3,216,215000
1350,OldTown,2Story,OthW,N,3,216,122000
1351,NAmes,2Story,GasA,Y,3,216,200000
1352,NAmes,2Story,GasA,Y,3,213,171000
1353,BrkSide,1.5Fin,GasA,Y,3,210,134900
1354,NoRidge,1.5Fin,GasA,Y,3,210,410000
1355,CollgCr,2Story,GasA,Y,3,210,235000
1356,NWAmes,SLvl,GasA,Y,3,208,170000
1357,NAmes,1Story,GasA,Y,3,205,110000
1358,NAmes,1Story,GasA,Y,3,205,149900
1359,Somerst,2Story,GasA,Y,3,205,177500
1360,NridgHt,1Story,GasA,Y,3,200,315000
1361,SWISU,2Story,GasA,Y,3,200,189000
1362,StoneBr,1Story,GasA,Y,3,200,260000
1363,NAmes,1.5Fin,GasA,Y,3,200,104900
1364,Gilbert,2Story,GasA,Y,3,198,156932
1365,Somerst,2Story,GasA,Y,3,192,144152
1366,Somerst,2Story,GasA,Y,3,189,216000
1367,CollgCr,2Story,GasA,Y,3,186,193000
1368,MeadowV,2Story,GasA,Y,3,180,127000
1369,CollgCr,1Story,GasA,Y,3,180,144000
1370,CollgCr,1Story,GasA,Y,3,180,232000
1371,OldTown,1.5Fin,GasA,Y,3,180,105000
1372,NAmes,SLvl,GasA,Y,3,180,165500
1373,CollgCr,2Story,GasA,Y,3,180,274300
1374,NoRidge,1Story,GasA,Y,3,180,466500
1375,Somerst,2Story,GasA,Y,3,180,250000
1376,Timber,1Story,GasA,Y,3,180,239000
1377,SWISU,1Story,GasA,N,3,164,91000
1378,Edwards,1.5Fin,GasA,Y,3,160,117000
1379,BrDale,2Story,GasA,Y,3,160,83000
1380,Timber,SLvl,GasA,Y,3,0,167500
1381,Edwards,1Story,GasA,N,3,0,58500
1382,NAmes,1Story,GasA,Y,3,0,237500
1383,OldTown,2Story,GasA,Y,3,0,157000
1384,Sawyer,1Story,GasA,Y,3,0,112000
1385,Edwards,1.5Fin,GasA,Y,3,0,105000
1386,IDOTRR,1.5Fin,GasA,Y,3,0,125500
1387,NWAmes,2Story,GasA,Y,3,0,250000
1388,OldTown,1.5Fin,GasW,N,3,0,136000
1389,Gilbert,1Story,GasA,Y,3,0,377500
1390,BrkSide,1.5Fin,GasA,Y,3,0,131000
1391,CollgCr,1Story,GasA,Y,3,0,235000
1392,NAmes,1Story,GasA,Y,3,0,124000
1393,NAmes,SFoyer,GasA,Y,3,0,123000
1394,OldTown,1.5Fin,GasA,N,3,0,163000
1395,Blmngtn,1Story,GasA,Y,3,0,246578
1396,Timber,2Story,GasA,Y,3,0,281213
1397,Timber,1Story,GasA,Y,3,0,160000
1398,BrkSide,2Story,GasA,Y,3,0,137500
1399,NAmes,1.5Fin,GasA,Y,3,0,138000
1400,SWISU,1.5Fin,GasA,Y,3,0,137450
1401,BrkSide,1.5Fin,GasA,Y,3,0,120000
1402,Gilbert,2Story,GasA,Y,3,0,193000
1403,CollgCr,1Story,GasA,Y,3,0,193879
1404,Somerst,1Story,GasA,Y,3,0,282922
1405,OldTown,1.5Fin,GasA,Y,3,0,105000
1406,Crawfor,1Story,GasA,Y,3,0,275000
1407,CollgCr,SFoyer,GasA,Y,3,0,133000
1408,Mitchel,1Story,GasA,Y,3,0,112000
1409,OldTown,2Story,GasA,Y,3,0,125500
1410,NWAmes,2Story,GasA,Y,3,0,215000
1411,CollgCr,2Story,GasA,Y,3,0,230000
1412,NAmes,1.5Fin,GasA,Y,3,0,140000
1413,NAmes,1Story,Wall,N,3,0,90000
1414,SawyerW,1Story,GasA,Y,3,0,257000
1415,BrkSide,1.5Fin,GasA,Y,3,0,207000
1416,Blmngtn,1Story,GasA,Y,3,0,175900
1417,OldTown,2Story,GasA,Y,3,0,122500
1418,NoRidge,2Story,GasA,Y,3,0,340000
1419,NAmes,1Story,GasA,Y,3,0,124000
1420,Crawfor,1Story,GasA,Y,3,0,223000
1421,NWAmes,2Story,GasA,Y,3,0,179900
1422,NPkVill,1Story,GasA,Y,3,0,127500
1423,CollgCr,1Story,GasA,Y,3,0,136500
1424,Edwards,SLvl,GasA,Y,3,0,274970
1425,NAmes,1Story,GasA,Y,3,0,144000
1426,NAmes,1Story,GasA,Y,3,0,142000
1427,NoRidge,2Story,GasA,Y,3,0,271000
1428,NAmes,1.5Fin,GasA,Y,3,0,140000
1429,OldTown,1Story,GasA,Y,3,0,119000
1430,NWAmes,1Story,GasA,Y,3,0,182900
1431,Gilbert,2Story,GasA,Y,3,0,192140
1432,NPkVill,1Story,GasA,Y,3,0,143750
1433,OldTown,1Story,GasA,Y,3,0,64500
1434,Gilbert,2Story,GasA,Y,3,0,186500
1435,Mitchel,1Story,GasA,Y,3,0,160000
1436,NAmes,1Story,GasA,Y,3,0,174000
1437,NAmes,1Story,GasA,Y,3,0,120500
1438,NridgHt,1Story,GasA,Y,3,0,394617
1439,OldTown,1Story,GasA,Y,3,0,149700
1440,NWAmes,SLvl,GasA,Y,3,0,197000
1441,Crawfor,2.5Fin,GasA,Y,3,0,191000
1442,CollgCr,1Story,GasA,Y,3,0,149300
1443,Somerst,2Story,GasA,Y,3,0,310000
1444,BrkSide,1.5Unf,Grav,N,3,0,121000
1445,CollgCr,1Story,GasA,Y,3,0,179600
1446,Sawyer,SFoyer,GasA,Y,3,0,129000
1447,Mitchel,1Story,GasA,Y,3,0,157900
1448,CollgCr,2Story,GasA,Y,3,0,240000
1449,Edwards,2Story,GasA,N,3,0,112000
1450,MeadowV,SFoyer,GasA,Y,3,0,92000
1451,NAmes,2Story,GasA,Y,3,0,136000
1452,Somerst,1Story,GasA,Y,3,0,287090
1453,Edwards,SLvl,GasA,Y,3,0,145000
1454,Mitchel,1Story,GasA,Y,3,0,84500
1455,Somerst,1Story,GasA,Y,3,0,185000
1456,Gilbert,2Story,GasA,Y,4,0,175000
1457,NWAmes,1Story,GasA,Y,4,0,210000
1458,Crawfor,2Story,GasA,Y,4,0,266500
1459,NAmes,1Story,GasA,Y,4,0,142125
1460,Edwards,1Story,GasA,Y,4,0,147500
